5 4e-06
6 6e-06
7 2e-06
8 2e-06
9 4e-06
10 8e-06
11 1.3e-05
12 2.5e-05
13 5e-05
14 9.7e-05
15 0.000193
16 0.000386
17 0.000769
18 0.001537
19 0.003089
20 0.005846
21 0.015505
22 0.023595
23 0.046132
24 0.091187
25 0.181641
26 0.362962
27 0.725599
28 1.45384
29 2.9018
30 5.80008
