1000	0.00143505
2000	0.00561393
3000	0.012424
4000	0.022427
5000	0.034595
6000	0.049521
7000	0.067441
8000	0.088587
9000	0.111141
10000	0.137052
11000	0.166555
12000	0.198069
13000	0.231342
14000	0.269093
15000	0.308691
16000	0.350138
17000	0.400754
18000	0.443237
19000	0.495745
20000	0.549374
21000	0.603962
22000	0.660961
23000	0.722891
24000	0.795483
25000	0.861366
