1 0.000118155
401  0.088325
801  0.188027
1201  0.259292
1601  0.380561
2001  0.427156
2401  0.546385
2801  0.699583
3201  0.789
3601  0.776646
4001  0.885384
4401  0.998976
4801  1.11561
5201  1.23798
5601  1.36945
6001  1.4982
6401  1.65366
6801  1.50561
7201  1.61642
7601  1.73001
8001  1.8434
8401  1.96071
8801  2.07867
9201  2.19567
9601  2.31942
