
1000	0.000166
401000	0.108612
801000	0.224547
1201000	0.354434
1601000	0.494565
2001000	0.637294
2401000	0.790579
2801000	0.94595
3201000	1.10348
3601000	1.27148
4001000	1.43302
4401000	1.61416
4801000	1.78939
5201000	1.96996
5601000	2.14491
6001000	2.3276
6401000	2.50432
6801000	2.70084
7201000	2.86656
7601000	3.06079
8001000	3.25283
8401000	3.43758
8801000	3.63708
9201000	3.83846
9601000	4.02873
