
500 	  0.00046005
1500 	  0.00340335
2500  0.009438
3500  0.018861
4500  0.03064
5500  0.045548
6500  0.062655
7500  0.084243
8500  0.107134
9500  0.133317
10500  0.162335
11500  0.194576
12500  0.230486
13500  0.266774
14500  0.308797
15500  0.352636
16500  0.39707
17500  0.449266
18500  0.500206
19500  0.555784
20500  0.614922
21500  0.67396
22500  0.737981
23500  0.801045
24500  0.879008
